2000 10000
1930 837 80
1716 1093 65
438 959 24
354 294 52
723 1851 67
5 1743 99
135 1348 44
217 28 66
591 1813 36
808 700 4
1691 630 93
71 347 38
1835 1137 98
510 1491 44
62 215 47
1780 572 91
978 1059 91
1621 1276 19
187 1868 32
1574 1028 32
629 720 63
873 791 62
211 626 51
860 1488 42
1803 1550 9
950 1330 82
192 309 93
782 282 70
1400 821 90
183 395 18
1315 1024 90
1429 1898 81
242 461 59
192 1321 48
1985 1124 98
1994 426 81
927 618 90
919 1752 24
540 1504 46
381 1688 93
899 1355 18
488 1136 68
1221 1378 81
579 1570 2
1778 1555 78
176 1901 5
256 1180 75
997 452 80
20 992 84
217 1374 24
810 625 79
779 1465 67
998 1038 45
1678 1618 67
1679 1748 75
1508 1924 28
1764 532 9
639 1881 13
1970 1902 57
453 471 83
1329 1281 8
1559 60 26
926 1058 64
22 736 34
689 767 83
1615 628 59
442 392 44
802 1383 25
1614 1353 79
1771 159 51
1653 1488 32
513 1399 45
1190 325 3
905 348 92
239 1389 11
1673 1004 39
1383 1446 32
1626 601 15
103 215 21
833 338 80
1683 1992 20
167 857 19
711 47 97
665 1304 45
1356 1895 86
1167 1568 90
1957 1304 88
788 1282 89
1355 1385 57
1627 571 95
1706 254 39
1977 773 48
1647 1484 47
1643 502 52
339 210 47
424 1377 68
1865 1687 72
1105 827 6
593 182 44
1001 1809 15
1748 1867 21
486 1844 95
786 1492 31
1132 1487 33
783 1827 44
682 603 73
149 469 60
1272 1574 88
1677 519 22
1820 1521 84
886 1269 3
207 107 48
301 893 92
583 378 31
1016 1161 58
11 1843 62
735 344 83
795 1616 57
34 1646 28
1807 1818 1
1390 705 22
1193 912 30
1192 1565 75
1035 148 53
365 1516 67
1875 1527 62
1636 263 7
570 1410 75
726 1796 21
105 1603 40
1006 1346 97
1527 891 61
508 435 26
735 1470 26
987 187 43
1105 62 22
1419 50 37
1725 620 99
351 1698 95
272 1804 51
363 1162 49
1159 689 40
1219 1198 75
1196 1933 97
1321 1272 84
1315 730 47
1189 149 49
1325 226 70
1576 577 20
1270 1201 76
1272 1916 38
620 1427 28
1211 998 78
1885 194 63
381 1868 35
1417 1535 17
515 724 18
1663 402 44
1432 1978 74
1604 1600 27
1579 873 44
717 1845 71
544 1057 22
273 1294 16
1935 28 36
1221 1797 72
1238 312 48
1755 1975 50
851 1760 28
524 1364 29
102 1295 54
1245 12 51
168 908 60
441 1181 7
908 1116 87
1244 338 84
1467 1928 96
414 1683 71
1764 886 83
1443 1762 47
723 1865 43
1228 1462 7
1579 1982 16
1338 423 97
1096 1332 66
882 928 56
465 395 84
360 1161 19
583 1277 6
565 721 68
264 1444 33
1258 673 48
264 604 30
531 294 6
1628 1391 38
545 273 18
1800 739 13
983 1451 74
201 34 52
658 952 25
526 1216 21
610 826 46
509 1090 50
39 1622 45
344 1602 36
333 147 61
1250 299 100
914 1634 4
1739 187 38
1490 846 42
666 1724 58
1287 334 84
932 844 27
1534 1235 1
78 1931 3
365 264 2
925 1866 53
577 780 87
1680 519 74
1169 362 20
1611 1380 44
1620 667 31
456 1952 27
734 1486 62
634 1916 45
488 633 61
489 1558 27
1141 487 59
1427 519 30
252 41 44
1572 4 25
967 1976 44
697 432 96
1623 1518 82
136 152 50
580 640 83
1640 1481 94
918 974 81
976 753 53
258 1006 46
1901 578 50
1277 1897 26
1321 595 11
1316 570 29
1150 1059 34
899 1639 26
1282 1632 8
1575 550 82
707 1879 88
359 137 94
404 390 24
805 1668 21
1183 989 68
1993 657 39
673 159 98
1506 1059 89
1332 693 21
991 268 24
1624 1327 3
1011 1687 92
1756 443 82
1079 1601 2
300 784 43
467 1129 1
1557 1802 60
1706 1661 71
1495 1345 64
1267 688 84
1942 312 12
144 1676 51
1187 1432 46
621 512 47
1722 1164 31
165 1983 12
1617 1893 15
1228 1599 76
1899 1446 73
1614 714 61
1598 656 25
909 1153 1
259 692 34
404 1313 98
503 1036 14
1385 1553 97
1397 1522 90
1211 750 42
1038 1001 88
562 968 54
422 566 63
946 1827 16
1499 438 60
1132 1194 74
1981 1697 62
1994 1435 15
342 832 89
584 395 39
777 1785 93
64 347 61
770 1121 79
132 67 6
999 1918 44
558 1050 90
1431 1383 88
1692 1729 23
1858 424 7
1546 1008 2
337 1785 87
481 201 86
1593 971 7
1271 1103 26
776 454 45
1071 1013 47
560 796 31
99 841 12
1073 1051 36
879 598 96
1432 1287 33
1770 120 35
455 1713 58
261 984 14
487 112 68
983 1535 33
529 447 30
1811 899 71
823 1972 22
610 1204 72
1406 988 11
338 759 31
1824 1214 44
282 1828 80
195 667 44
914 1650 79
647 531 27
1176 343 26
898 1518 50
1671 480 6
1395 1886 95
405 577 54
1888 753 20
1083 1035 48
1263 1582 15
1906 849 17
437 1496 49
1063 1024 92
940 274 62
1141 1945 42
547 1692 81
941 98 10
446 1986 63
1165 1421 51
65 684 85
1631 943 34
848 1380 82
596 795 6
1039 1735 32
1352 876 30
1793 1775 22
825 1068 20
434 1514 58
797 1032 80
899 1097 16
583 728 11
1117 1576 43
1498 524 38
1256 1915 25
1287 1267 54
1968 1413 29
1990 238 98
461 673 64
919 1822 96
1150 721 45
417 1304 74
980 773 2
922 624 79
1660 1880 94
484 1519 62
537 1488 75
718 1830 13
1967 291 38
730 1210 60
526 712 33
1770 1482 38
95 462 11
349 1384 35
1127 1044 67
1820 1881 39
133 770 79
1507 1840 9
1472 1807 100
109 538 63
921 1416 27
453 1186 9
1290 1634 23
1253 1983 8
1839 1110 4
658 1282 37
1348 1416 8
1526 1275 48
1886 747 8
537 857 46
751 130 62
1678 583 100
438 226 34
1661 1831 69
620 22 31
623 680 14
860 28 82
219 1906 57
1418 144 5
425 1034 14
322 1785 44
1635 1815 79
487 254 57
620 267 88
1441 887 11
1371 1510 91
936 722 72
1917 1293 30
174 1064 27
1530 1841 61
95 164 98
790 151 14
68 638 68
1925 1611 35
1964 1052 74
1674 775 36
417 1712 59
1540 1981 4
921 507 68
447 37 62
1359 484 26
409 1274 29
922 1343 68
41 1620 79
1427 1584 83
1700 1259 58
1835 28 22
1045 1568 4
1549 841 11
1468 1641 1
1229 1000 85
1506 1409 60
1935 683 55
1002 724 75
32 151 11
114 1851 22
971 39 50
245 1084 70
1148 985 12
910 454 53
1062 1683 5
1347 1542 67
1258 1477 50
512 831 27
1738 863 78
900 977 82
1322 300 21
123 545 57
845 45 43
408 956 49
1612 18 32
1816 1717 26
134 975 3
1136 1839 34
862 1929 49
1091 830 26
1172 504 79
1644 979 76
1553 176 22
95 584 30
1443 548 100
826 717 18
1752 851 45
506 1987 37
92 849 66
540 1941 48
318 1465 4
748 1462 36
1723 1015 12
1096 1462 49
1425 1257 97
125 435 14
894 539 66
638 1046 5
574 1490 7
792 382 100
1839 1052 65
95 1800 79
1330 1876 46
741 1324 8
1441 750 65
338 1227 1
1951 121 40
768 759 38
1573 1686 80
1579 478 63
1878 317 15
1994 412 68
1925 94 96
870 1188 20
1278 629 22
1294 967 49
1746 1271 70
738 39 82
1127 1964 68
1007 1895 46
1621 125 15
1287 472 80
1106 397 74
801 1267 62
173 897 92
294 544 59
1995 642 82
1464 1380 22
397 860 38
664 1867 34
1409 1840 59
1176 1127 31
1355 234 80
1628 1387 48
1090 1560 97
1181 207 41
591 202 84
1273 1666 16
346 416 76
1383 1080 95
668 842 35
1727 18 63
1609 1373 97
1889 1353 36
1788 443 97
584 1976 4
1925 920 58
260 545 24
1975 891 40
903 626 73
1697 1295 67
332 1374 85
94 1335 10
442 1224 63
177 1364 59
1825 1949 87
1680 226 59
1737 486 4
1813 813 47
304 1716 26
1876 1414 73
642 98 47
1778 192 82
639 986 59
854 1515 23
1864 1341 24
850 1373 50
1461 1111 88
264 924 54
663 1580 70
1688 1457 36
360 451 34
758 582 78
491 1221 64
1449 75 32
1772 1939 73
395 1142 46
1597 603 9
1284 1219 85
137 1882 66
1059 1922 75
1746 634 26
180 1392 60
1157 1884 82
1473 1685 57
1304 1457 49
828 205 91
1725 154 46
1734 1790 65
1370 280 100
235 1339 22
909 1085 57
387 1617 1
446 1127 37
1727 600 23
1436 256 32
1436 1788 79
1161 1942 24
1247 1733 88
618 13 87
1205 1704 61
467 1141 69
854 759 69
1652 1886 58
1732 838 80
1168 1446 63
956 882 52
1534 395 46
1857 1995 31
1496 965 44
1983 170 100
295 637 42
363 1843 1
283 1496 39
1940 1228 29
1371 748 75
34 1704 9
837 1238 4
1582 1447 51
413 943 16
1608 1278 39
508 1573 76
549 1936 72
1701 220 68
739 512 96
967 1884 44
993 270 100
1901 1107 38
1556 1041 37
1559 1806 80
174 1415 59
1664 275 32
1792 1176 21
1763 877 41
1230 1968 53
277 1287 89
1720 632 59
1219 885 66
308 441 60
1196 352 66
675 879 33
1785 543 8
469 335 36
1089 98 13
281 1328 33
1985 1957 20
1574 1677 52
1784 1248 37
750 1908 31
1461 1104 35
1626 132 14
1559 1917 58
118 386 93
1854 1827 44
818 108 24
1751 94 82
322 20 11
1526 1804 60
1614 906 20
144 367 77
1379 346 9
1844 257 26
501 375 65
1846 581 92
1289 1400 53
764 1503 99
1845 1825 19
956 1351 75
1667 966 82
638 1462 1
714 1193 47
922 1038 4
1400 1891 32
616 1737 13
1659 1378 65
811 143 68
409 340 94
379 1296 97
154 1315 15
1187 1954 78
939 668 23
686 1943 13
1041 1695 5
124 311 94
1437 1970 73
853 1134 68
1421 1895 8
166 275 57
614 781 72
29 320 26
1258 1259 47
1680 297 90
1493 1691 85
1549 1815 48
1342 1252 70
866 106 4
885 1879 100
893 397 27
901 1011 8
1872 1040 28
1150 298 39
1448 331 37
1689 1824 28
1273 1725 43
1872 1067 48
441 286 6
145 1171 37
96 416 34
322 1317 45
1329 1542 38
1008 1044 36
298 492 67
1534 181 43
813 1806 68
1908 1678 88
255 471 74
1412 968 45
448 1064 62
233 1386 31
677 1067 73
514 427 17
1002 726 61
1820 612 94
815 1426 100
1534 1686 30
1673 1941 54
1746 1705 22
1343 505 87
1356 1090 25
686 1767 45
1559 634 24
1827 1988 50
940 160 15
233 975 41
1333 862 27
814 535 20
767 282 77
1689 1977 34
27 1333 24
103 19 43
1599 1930 29
1523 110 17
524 1050 78
138 1283 5
1530 968 67
608 135 3
1979 902 37
1407 943 14
1340 1322 47
363 1426 18
1858 1025 49
1986 900 59
103 1425 61
732 1915 44
336 1446 65
1155 406 100
509 386 54
145 1793 98
110 1134 20
1408 1849 98
725 1707 76
325 46 76
1683 149 1
795 1233 17
1191 1921 15
555 1076 21
406 1937 59
1159 434 53
1208 544 39
580 1952 40
1377 678 100
1552 1355 46
980 1039 47
1832 186 80
600 1377 53
814 284 82
1787 690 19
1145 202 54
649 1410 98
1287 342 3
479 1720 33
1378 1624 88
675 604 79
121 437 66
800 1037 43
104 204 28
485 1991 70
804 1488 72
1557 138 35
1206 1777 77
808 256 49
1792 1986 74
1780 661 30
1158 782 19
1075 1934 57
370 39 13
1949 524 4
218 1328 92
1042 1237 82
1276 796 60
204 1604 16
853 1749 3
1126 1529 64
707 1039 99
726 467 85
134 837 24
1746 786 1
1701 1356 81
1144 398 19
726 1674 15
85 1879 71
1700 1084 20
1654 562 1
270 1269 93
1668 1995 60
1704 129 97
1428 227 35
28 1928 91
660 1073 90
178 1799 16
844 1884 47
1115 1936 83
1486 1591 45
1739 213 15
1031 233 10
790 1937 92
1738 1365 19
1824 1745 48
914 406 73
755 936 72
623 133 8
721 1600 44
1904 1086 87
1648 1177 100
662 208 33
24 1350 71
1867 1440 88
1585 1264 86
1584 531 44
1008 1638 80
1879 613 65
1338 1335 65
382 1591 4
1368 1591 81
920 606 90
352 630 40
74 849 81
1162 786 97
699 723 28
642 1731 67
1873 1611 80
1238 1301 67
202 1683 10
605 1404 2
538 324 8
327 1028 90
1818 1103 39
750 617 25
947 1316 48
26 1958 80
744 183 43
76 1421 44
1094 1976 80
1704 933 84
1905 1471 60
1064 150 88
853 1969 43
1843 1071 60
1267 18 28
1767 397 86
1998 1141 70
192 1569 43
1335 664 19
866 368 53
1801 625 76
1060 1689 27
1700 894 48
1442 737 19
154 356 90
181 123 87
519 121 80
1040 665 50
1334 1 14
1253 1219 34
457 1021 59
1484 433 100
310 133 94
1457 1928 31
1676 434 39
617 967 63
1603 1838 36
434 1230 2
483 565 55
1548 170 26
981 979 47
1391 463 33
1490 1126 18
835 935 98
917 963 32
1356 1580 52
270 1183 42
1657 1618 73
1358 453 90
1764 2 60
1390 1335 91
388 727 6
1820 569 32
90 1757 20
287 674 83
1271 30 64
1222 652 47
1715 310 17
1087 20 71
1728 137 25
539 1527 60
329 267 39
1287 440 61
1018 530 18
37 817 92
372 440 75
1935 14 79
1033 1730 89
1750 1169 62
1272 898 99
796 1437 78
7 119 45
298 1406 37
1158 776 19
127 1166 89
1770 1538 29
1796 1473 44
475 506 74
1815 608 43
1176 1880 93
674 1028 31
51 1388 2
48 1686 8
484 1196 84
1803 1323 50
291 1445 40
1571 1242 13
514 1717 72
1539 1532 80
1734 1061 13
826 1735 41
1708 1787 81
709 187 19
1116 671 15
652 826 90
1001 1469 36
1593 1041 30
1305 1907 99
1876 1447 83
1408 1181 44
820 7 80
1612 1716 19
1793 425 6
11 1894 29
1778 546 8
1219 1899 77
106 1492 70
235 798 78
433 1026 25
868 786 58
11 1606 17
890 1571 85
260 1364 11
1817 1727 57
46 1857 3
1805 1077 2
1033 1183 95
1303 1771 45
1832 556 23
1808 1424 10
965 1436 16
481 678 87
66 1291 3
428 1108 83
684 1506 40
1838 1311 69
539 345 5
1085 0 76
429 1832 32
1152 1992 9
661 957 97
128 1790 75
1167 208 66
1921 988 27
755 24 33
1095 1862 97
1215 402 94
519 1839 46
1946 269 30
1930 1773 22
1338 786 79
534 914 21
760 433 30
278 355 70
904 1110 95
1388 557 57
1184 125 11
29 996 51
874 943 72
1903 873 97
924 563 83
1254 1097 49
1375 209 83
56 487 90
1725 1391 52
1771 1132 62
1328 668 39
1990 698 35
140 1572 78
1263 1828 3
159 1104 66
193 359 63
1142 86 25
876 142 12
1317 219 56
1220 1991 88
33 1671 56
971 1661 54
906 154 79
135 1769 59
238 1929 63
903 474 22
1018 1968 8
1342 844 2
153 513 74
708 1734 17
747 119 88
1103 1091 1
508 349 55
1838 484 77
996 722 58
1259 1978 32
232 996 1
1292 338 97
845 843 11
618 1904 97
1086 651 16
1225 106 59
1026 967 8
1332 805 45
1408 1802 67
1765 1413 97
597 1997 93
1749 1289 83
1745 135 79
607 1105 83
1203 192 86
271 1417 93
429 795 60
1289 128 17
633 1888 71
1051 1654 84
1448 603 82
840 352 23
1275 449 58
553 1057 16
1735 612 60
272 1235 29
916 1665 25
175 1306 5
944 1939 93
1514 990 99
1498 790 2
1831 1983 6
1453 1258 56
1563 163 65
1130 250 77
889 522 13
769 1439 30
1093 1966 36
249 910 27
942 425 69
1640 275 60
1294 106 95
1299 1911 53
1754 1826 68
1970 956 18
447 197 40
511 1319 31
592 412 98
1979 1014 60
1305 308 85
325 1948 12
1784 1594 70
1578 894 34
982 1000 60
549 971 69
718 1770 18
1410 633 37
1540 1225 2
1989 1204 16
1349 861 24
1485 1186 24
1897 1323 19
1118 1253 65
251 588 65
1211 1489 88
1831 208 10
1000 1618 43
1137 1158 68
390 1148 24
657 849 37
1232 334 24
1755 583 99
225 1702 52
1941 1953 40
658 1516 30
345 1699 90
155 700 8
949 189 18
969 579 18
192 1236 67
981 468 54
604 575 37
1902 1153 91
805 1094 97
297 1752 13
1278 98 13
467 605 65
1274 1906 54
1591 875 33
1761 1420 21
427 401 89
1780 1357 16
69 1611 69
59 416 64
707 1065 16
520 343 66
384 810 23
948 436 30
53 380 57
1385 141 77
657 568 78
45 701 87
360 770 98
181 1181 67
744 1889 32
1411 761 76
529 1497 86
603 797 75
584 850 55
1441 587 96
1717 1244 64
747 1641 65
1133 353 87
1483 534 21
249 1630 62
432 1394 75
607 1923 72
1945 878 69
1719 1463 71
1873 904 58
168 973 54
1383 1720 95
1300 1206 48
338 1041 35
558 1642 65
1371 74 59
945 682 34
16 979 13
236 698 76
1306 923 80
1315 1091 53
568 826 26
1462 126 84
1062 465 25
1196 1375 19
960 747 93
471 1692 27
1904 61 6
216 297 4
1991 1956 79
1022 1271 70
1027 192 49
752 6 75
387 1068 92
1063 264 68
1381 1577 67
1773 48 59
1200 304 72
1957 521 22
1061 864 78
1791 1887 1
1613 914 93
261 18 100
1035 757 20
627 1820 37
1946 1553 14
12 1326 14
122 878 18
294 836 39
1467 249 56
596 40 43
996 1653 9
1941 266 27
540 1654 84
559 281 56
1195 579 9
1760 591 87
725 1065 18
1643 1711 54
1433 1178 55
88 1774 47
982 1123 53
790 1064 19
616 1956 73
1551 515 6
658 63 37
966 175 80
953 901 46
170 896 57
575 329 88
1581 770 62
979 1752 37
31 543 1
1702 1511 57
674 1415 25
632 73 40
1168 1040 15
648 345 68
1545 867 64
153 1794 46
1940 1727 68
1854 706 72
890 738 15
991 792 79
1399 1466 94
323 450 19
1662 1971 59
1529 971 56
648 516 75
664 669 69
1009 962 96
828 1168 55
399 410 93
866 1753 85
844 1153 3
589 1476 6
407 1491 77
1618 1372 100
1525 20 16
300 684 37
1220 45 51
1868 873 19
1222 1273 82
1666 491 35
902 1687 88
1956 628 17
1461 1035 60
1289 1005 32
88 883 52
1755 1183 37
444 755 82
94 623 8
1265 197 33
846 1863 24
180 1117 11
1020 1074 39
1688 535 26
1847 177 84
1378 265 67
929 373 2
1517 817 9
1799 1263 85
1658 880 82
790 1726 98
765 259 15
75 1631 89
365 1319 77
42 1166 54
1077 544 71
995 1825 96
96 1343 13
305 1494 29
1489 1152 9
1222 294 88
819 1059 99
1886 1486 30
1674 203 1
702 597 67
1907 1675 63
1730 670 88
1925 1119 83
938 1776 29
1566 1617 81
1426 839 27
1013 11 86
1211 1897 24
1040 1923 27
540 978 25
1558 885 52
1120 615 74
860 541 93
1942 1831 69
1223 1749 86
1655 1175 78
382 189 89
519 1400 38
143 793 61
321 1685 39
1097 1596 25
1548 716 92
1022 1928 33
1614 223 16
335 1446 65
672 1101 41
1849 1483 82
1389 3 34
826 498 27
187 819 65
877 1917 61
453 1817 29
645 1191 10
1729 1158 33
645 1493 79
1309 165 32
1501 367 16
1882 1756 71
16 583 21
1294 1122 92
258 1999 9
1170 453 79
1151 1450 70
1060 1179 28
1192 176 73
1122 1486 91
153 1339 58
1020 1222 66
242 1238 49
1962 532 71
854 1143 23
14 665 28
1344 1816 30
1514 876 9
1193 420 38
366 1894 76
56 48 15
465 1420 37
630 1663 27
1731 1977 60
1953 831 55
175 1198 20
1554 542 89
383 408 17
744 1602 90
1281 1968 84
1656 376 84
1370 841 5
307 1823 20
833 1554 97
244 1508 81
1150 1683 79
722 1590 73
110 1973 82
726 717 84
467 1998 4
1751 1654 32
1434 1377 25
890 1684 48
9 869 3
1458 1466 11
1738 968 46
1568 1690 36
292 1800 62
1073 879 79
1808 1346 78
863 1449 84
294 1236 61
918 126 97
1366 488 19
1720 1946 85
1582 36 5
1127 1956 96
615 248 48
76 1322 27
606 1482 26
783 346 27
967 992 63
879 1911 90
476 1629 30
1294 1349 76
1930 931 64
1534 410 20
1181 1377 68
629 1805 42
1307 412 77
1684 1547 75
1511 866 67
573 1746 78
114 574 59
143 220 8
470 502 91
833 388 2
1152 1570 31
72 199 37
665 1858 1
1093 1543 48
1867 1054 67
1634 1979 13
1663 94 39
1322 589 59
681 1060 61
972 1893 49
25 1398 71
455 1822 22
1043 839 81
395 1933 24
943 1800 30
1061 1786 61
573 1802 7
1363 1124 97
21 157 57
1533 1481 2
1433 1506 52
904 314 74
925 1709 66
805 105 99
580 1400 51
1761 461 90
922 1386 92
528 749 68
724 770 25
332 655 7
1834 88 65
1437 992 79
511 270 41
1128 1427 46
1326 8 98
28 121 59
517 1395 45
808 1924 46
927 1000 16
852 1685 71
610 1871 11
1874 1308 56
1805 171 26
1797 1299 53
1542 977 13
1039 1006 87
1349 1875 82
1045 1036 6
1490 1963 59
1057 1167 44
1279 1777 67
1589 4 75
1244 161 47
1521 1958 98
874 1852 76
938 1243 34
1124 592 61
706 1637 97
563 1479 13
1773 536 80
668 1815 10
1434 1756 66
1509 1001 27
107 522 85
356 1748 89
1583 687 32
168 163 24
629 1221 13
477 1785 44
289 1910 80
1621 579 47
1082 13 3
547 1874 56
173 333 79
109 690 79
1897 625 18
928 794 82
903 1423 55
867 1900 92
310 542 3
641 163 82
787 1245 47
689 144 22
1945 317 7
75 778 49
1953 675 75
1223 1955 69
656 858 44
1310 77 96
102 387 38
804 1028 53
437 1815 50
83 856 94
1604 1153 63
163 1228 41
1411 1534 68
1637 1109 23
305 1765 33
1100 1427 10
1796 1529 49
1385 685 77
1138 1122 44
839 1206 53
333 1162 6
847 1677 87
1788 1089 73
1755 726 34
30 1384 99
1162 484 26
724 632 8
672 18 45
1 1508 68
1496 347 26
200 1032 40
58 1880 18
1144 20 59
468 127 85
901 157 21
1451 1672 58
1428 748 90
935 1420 60
1480 1773 20
1499 1622 68
1076 1822 52
1815 1880 32
584 1376 4
442 196 32
1379 1097 89
51 900 13
1208 329 61
1350 1616 34
1861 1096 7
1881 947 81
600 375 4
351 543 36
335 1127 65
338 1922 61
821 1653 11
1462 1704 11
1774 1265 40
835 615 9
20 828 5
626 709 5
1559 1661 80
314 13 23
949 700 3
1665 1390 77
226 212 30
588 26 34
1850 1800 99
1442 987 66
650 1007 95
1306 1986 56
910 1545 18
1242 211 83
116 1160 35
470 1178 25
746 1404 89
675 344 15
661 194 68
1911 1636 7
1777 638 15
823 1945 53
578 1207 50
1995 449 61
129 918 73
963 1388 51
1188 135 7
328 1162 3
1495 1823 98
814 1735 86
1120 1864 25
786 687 22
790 1265 29
339 1613 31
451 1742 49
76 706 37
526 246 24
1085 926 39
1987 773 14
1436 1587 1
874 708 65
950 1846 4
971 637 22
199 1328 35
229 132 29
1529 208 87
218 1086 33
1393 171 12
1731 511 85
597 299 73
1197 1173 33
14 123 31
1517 1446 68
638 1998 49
1724 579 81
553 109 41
439 679 27
924 72 51
335 1804 14
519 401 13
643 1950 39
1827 1964 14
858 1834 61
877 472 59
225 549 90
57 1102 99
449 1893 78
1576 817 3
1578 1504 59
91 376 12
1255 1371 62
1593 1199 79
407 409 13
1019 1286 37
1629 1864 86
818 273 40
469 723 34
798 651 3
1200 229 8
1758 672 36
1069 279 7
683 1873 6
261 632 15
1673 1651 54
261 1632 18
1047 450 43
1286 1271 66
1419 70 17
1074 1622 98
1881 1381 22
1768 802 2
674 1485 27
1132 98 11
1998 123 14
151 385 46
520 1432 48
1163 1070 20
880 842 90
897 1916 12
1846 1797 45
1820 1565 100
1721 591 37
199 1723 36
1309 1722 11
422 225 96
1519 746 80
1066 261 51
1885 1141 93
1126 390 61
1638 237 10
234 409 27
1633 482 18
870 681 42
557 342 16
367 764 41
915 635 39
894 1701 100
296 1587 42
540 713 32
700 703 21
1009 938 30
1235 923 12
405 145 45
946 702 87
1913 1422 3
1105 337 38
1396 1583 92
1595 232 79
1288 772 44
1372 1825 48
44 834 38
1126 422 13
689 827 59
1286 125 13
1872 390 35
1927 1495 72
616 891 8
1007 839 40
1337 479 12
381 1851 89
480 248 76
1869 1374 98
181 415 77
991 1701 2
504 1926 92
1438 1853 39
1062 821 83
269 1829 22
60 1518 53
623 1899 57
1012 731 5
587 600 31
936 1134 46
112 125 100
1765 629 26
1456 420 31
1346 1482 52
128 103 33
101 163 52
554 786 3
1210 150 35
466 737 87
1096 1673 21
493 1785 47
1592 1550 76
969 1358 96
199 1057 30
251 1185 85
835 1639 48
586 193 87
941 1755 89
27 221 27
1713 1669 52
534 162 90
1480 107 92
1407 1076 51
1755 1276 60
1936 1879 97
221 714 36
1020 1653 81
958 946 36
1047 973 9
1873 686 78
1076 1572 93
65 1052 100
957 812 28
1559 919 4
1218 855 35
414 1428 50
1250 449 55
982 1407 1
118 806 74
178 679 12
1556 108 85
1800 173 89
151 1130 53
1578 689 72
634 259 28
1568 674 8
1569 276 57
1575 1258 17
175 1728 23
100 1907 55
1064 1815 63
1248 1615 36
836 118 19
1589 1696 8
1612 330 20
491 251 94
799 1820 22
1555 1396 32
423 1923 61
1746 24 20
100 1088 87
914 688 54
1901 1876 72
19 1817 68
1179 1430 99
598 1921 2
691 720 22
1764 628 18
95 1051 94
155 797 18
826 1249 58
1312 515 98
1765 417 74
336 436 92
604 1615 22
1554 213 43
755 1256 16
128 1020 44
898 1116 95
1591 1623 45
660 450 46
1169 114 62
366 1880 79
1439 568 67
330 1524 83
1003 1078 48
1598 185 5
913 666 77
1208 1564 45
554 1507 69
698 167 71
796 1336 85
1057 1702 17
87 1141 86
1553 1824 10
635 827 41
635 777 78
1539 1690 96
167 1250 60
1912 1805 67
1632 855 86
154 1651 22
790 1060 24
1659 1147 18
744 701 94
1705 1688 21
97 323 51
675 214 93
622 734 44
1782 646 49
800 630 56
1986 1136 8
507 1926 20
1083 1585 68
800 681 21
693 739 9
1765 836 85
1967 1863 99
1860 486 85
1003 620 31
303 1420 13
458 1758 49
617 266 28
1837 1701 65
556 853 99
1976 1898 38
1436 15 26
1220 1983 90
1571 1843 28
655 846 48
738 1501 20
1802 311 79
1651 1281 97
130 1118 98
546 26 51
1644 2 49
1833 1438 64
859 1011 99
100 934 42
179 1589 40
878 327 41
997 130 53
1227 133 34
1723 615 4
272 1161 30
1322 1158 84
622 1343 74
1938 202 37
1236 654 71
378 1185 61
1069 63 40
910 1061 22
1414 640 7
1199 364 74
102 636 36
1383 311 46
1018 933 89
91 1223 44
528 812 98
1898 1542 84
1210 611 99
1202 1521 60
1675 1287 53
282 486 17
1855 588 5
942 323 16
1539 1341 2
1128 1433 77
1271 313 89
420 563 31
755 126 43
1506 1328 16
965 1003 4
1769 1637 90
585 1845 31
390 787 54
857 327 96
258 1807 81
1235 1430 46
1375 202 9
706 1310 35
1000 816 15
815 133 71
270 1903 8
1860 488 53
390 1230 93
1595 88 72
1790 698 31
122 285 61
767 1661 63
328 719 25
14 1719 41
1029 886 75
1751 1157 78
1758 1369 18
1963 111 1
955 1706 89
978 1849 39
808 1971 77
68 1091 90
1882 1419 9
1007 1433 80
1299 814 18
1373 565 75
1702 324 44
520 639 7
920 1946 14
1760 924 15
1650 1732 86
1826 152 29
15 386 48
1275 1745 34
606 1045 48
824 418 14
198 121 90
1294 993 29
500 265 27
1765 377 51
879 27 35
317 206 39
845 573 25
1145 1849 71
878 807 16
1777 1631 86
1242 182 59
1031 1476 52
1811 328 17
537 446 46
539 1677 74
273 346 80
863 1192 53
1488 689 54
210 1919 62
1977 1696 93
162 939 75
821 322 3
824 486 84
1093 1023 82
1738 1915 59
411 540 6
1642 1404 50
1447 1244 91
1100 1454 10
1913 1431 58
358 1945 49
984 1118 72
1439 1943 58
222 1036 33
155 1126 100
1413 1890 41
1370 1532 97
519 979 41
1061 432 47
1170 697 30
1680 1055 27
1128 40 46
1251 1479 89
1508 53 77
1493 208 55
1392 1621 45
184 1344 30
732 215 61
172 1277 93
1770 799 91
799 479 98
126 1960 38
923 1211 69
1311 1072 22
1439 917 30
1045 661 4
190 846 48
1219 1578 15
1579 103 92
724 1873 44
566 1025 23
1463 1503 35
753 426 47
1521 89 71
695 1880 88
1724 925 49
1079 1115 47
1778 686 78
693 618 81
1236 1694 6
579 260 31
402 75 86
888 1180 12
234 1054 53
1004 1749 33
1043 1825 59
1392 1257 26
938 1035 65
415 80 83
347 1317 77
153 1896 89
1335 650 16
21 1539 97
1484 125 3
1037 1482 4
821 525 29
1179 1917 86
1357 1208 74
221 1623 54
55 323 71
1583 476 68
1371 163 18
1586 536 9
1334 21 35
136 1410 17
1391 231 42
120 1763 12
457 1120 20
182 1693 95
1636 1748 18
758 1331 46
1777 1054 62
