5000 25000
825 2221 40
1637 643 25
356 867 19
1965 452 17
2438 1454 34
913 2417 83
4674 941 52
2676 3485 68
579 4884 80
4712 775 95
1790 1601 16
3730 4590 59
4406 1299 79
1924 3264 83
3540 703 37
4026 2968 54
2408 2642 95
1911 1670 32
579 3602 16
58 3314 44
2705 104 97
1220 186 87
1731 4592 86
3109 1516 51
1291 57 6
2279 4083 26
684 2843 20
3678 4755 43
2862 334 45
577 1744 59
420 4449 15
4568 2022 54
1955 105 46
640 4566 15
3942 857 24
4299 4488 59
3976 172 2
1296 202 9
1638 3064 95
1934 4994 92
4192 1766 41
4258 1335 15
4511 3290 72
709 282 38
3423 577 47
2546 1228 35
3456 205 7
2209 2853 62
718 843 26
2264 2777 72
555 3321 39
4648 2579 74
762 2091 16
3334 2800 50
1823 2575 27
1170 1473 56
4 4929 13
363 3490 66
924 4208 61
901 1473 38
873 3380 59
2611 3028 90
2036 143 33
1103 4829 85
452 1652 60
379 2822 85
2886 4179 14
1950 4542 5
3867 1818 65
1627 4071 90
2164 4944 71
2374 3907 51
1515 2295 94
2748 3398 23
3132 3851 76
2444 4230 50
3228 3468 29
294 418 23
850 4285 41
1966 2264 13
4556 780 9
1878 4506 17
3580 1021 64
4074 121 63
748 3254 14
4075 2050 96
225 278 64
1905 1924 34
3128 2774 71
2520 4741 35
984 649 67
4393 3879 73
3061 3811 94
4024 2885 16
3386 4986 22
1599 4061 72
1746 638 2
361 2544 79
746 2024 53
416 4544 46
3702 529 47
2768 1274 78
2692 4335 90
2286 3359 27
3353 3098 13
4026 1049 27
397 2796 65
4750 3157 61
1028 3904 37
1433 672 82
2930 727 63
77 4847 37
3806 2540 72
4995 1178 83
422 4531 81
2186 3557 31
3012 306 79
829 1408 88
2541 3789 44
1278 222 69
911 3152 96
1073 4581 43
3861 3388 35
984 4735 13
1466 157 96
1399 3696 53
2381 3060 11
1159 3889 72
798 2783 61
4342 413 83
4910 1324 87
2557 3749 21
3699 3962 9
86 4946 96
1298 2764 6
3394 4163 2
398 1544 62
4061 4055 4
4132 4854 87
2992 548 52
3426 458 76
2012 3015 77
2884 3066 39
2144 3152 37
1140 803 1
1645 4197 65
846 947 61
4459 8 69
1962 4140 75
3600 3484 23
651 1910 33
378 275 48
206 3159 66
3996 304 71
2732 1444 74
4233 4441 23
1249 287 70
1161 1098 31
129 3061 23
303 3013 8
1025 17 70
3557 395 97
456 1954 57
1774 950 13
1244 35 9
1517 620 50
3691 3221 89
1812 4382 87
4942 864 100
3565 1167 14
2024 3545 31
3745 3454 78
742 263 84
898 2037 35
4062 3281 22
22 1150 42
4071 1193 63
1111 3005 97
2897 2948 61
449 2865 81
4662 1241 26
244 4986 32
2573 728 95
1857 2978 32
3443 3392 65
64 3414 67
3657 3837 60
471 4948 18
1667 4198 18
3728 4647 83
3308 661 76
2785 2257 14
716 4830 95
3911 3039 25
494 1482 18
1711 1546 84
429 1555 22
3989 2026 22
3258 3694 20
475 3774 19
1909 3434 32
4584 1219 41
4949 3287 72
1043 3550 63
1468 4045 46
1637 2108 44
220 2537 100
2641 2878 78
1363 1136 24
634 1611 98
905 3520 84
3188 3104 55
2729 4406 43
3452 449 93
2214 3269 90
3811 4906 98
1955 127 36
3006 2768 14
1083 483 51
4207 2470 14
2456 3375 35
4140 1563 91
3394 644 97
2288 4096 99
3381 1311 68
4870 122 75
4820 3429 2
955 2787 22
1320 3871 58
2822 4430 28
936 3238 3
3922 3730 18
12 2125 63
1861 4413 11
4159 4146 22
4726 369 97
1552 189 78
2153 2496 66
3227 168 89
4784 2991 71
3811 279 9
2565 553 40
2882 1917 17
196 3778 82
1607 4289 29
680 368 50
1228 1920 39
206 426 87
1971 3653 55
311 3437 98
3081 3600 29
4089 1165 82
180 399 100
3396 1948 30
2378 3555 72
1858 587 40
1707 1816 60
3097 2022 38
1983 345 91
1037 656 80
4435 89 32
4463 530 97
1397 711 49
248 459 97
2877 2837 52
1148 1047 39
1139 4106 7
3051 2203 29
388 4186 26
2731 224 34
3510 1011 23
594 1826 54
2490 4575 17
1138 4823 76
3086 2701 66
2237 201 13
3328 1341 20
2586 4392 75
3867 1132 62
492 3863 38
478 3726 1
552 4320 79
4805 3162 55
2473 653 78
4249 3739 31
1566 2329 33
4930 2009 26
2401 4595 70
2076 3462 2
937 307 18
2726 785 44
526 1337 16
1504 2495 78
2058 4968 31
3788 569 71
3218 2135 100
4202 3418 9
1527 819 4
948 2895 19
150 184 26
4567 2910 63
4062 4788 100
2877 2645 47
4854 1055 16
3837 4843 37
207 3062 25
3906 2264 43
966 144 14
2621 1092 62
2739 1242 46
4516 2161 9
2078 2575 49
2330 452 94
76 1659 50
4143 496 93
132 2055 7
4608 2313 72
1150 3279 16
1215 2252 8
4176 1344 3
2322 860 16
1082 4291 92
4630 2973 96
824 4401 7
4425 3545 55
1517 29 10
3024 4637 23
3147 2139 2
3414 3354 55
3421 3883 99
2375 1205 11
4843 3639 54
4886 3269 27
1733 445 29
240 4870 26
594 2740 7
3004 2116 44
2726 263 35
2080 3677 41
3686 3450 24
1636 2178 81
1798 2021 20
1252 3259 42
30 4992 87
1858 232 10
4935 2179 50
3041 1535 18
2136 613 81
3370 2693 10
663 2731 12
486 4367 90
2867 2518 63
3886 3770 22
4527 3800 15
1966 2011 99
4275 3298 30
676 2692 65
4193 4828 79
4325 4551 24
3134 214 56
1745 700 75
2535 4919 93
3049 3806 15
471 3333 68
4237 299 79
3235 926 77
2117 1602 69
1181 795 50
859 120 53
935 4606 67
3742 1352 19
916 239 39
1961 3288 97
3127 111 82
3094 4348 34
72 3936 60
1701 1053 63
1021 3586 10
170 798 83
1574 1733 89
1840 475 93
511 1391 32
4101 4704 73
1497 2832 36
4930 2278 37
3663 3703 25
3323 404 30
937 1425 16
4346 2948 14
4228 4522 47
69 2715 22
2261 4578 66
1045 31 22
4469 1528 6
3004 2810 85
3592 1474 88
3116 4797 44
45 734 21
561 1432 69
3226 2013 44
1273 2082 11
1146 695 89
3763 1740 72
1085 1209 100
3942 566 62
2726 4158 36
1565 2275 33
808 3672 19
2829 4233 4
4149 3812 17
4992 1437 51
1254 2583 46
2094 2699 39
2965 3784 48
1716 2726 14
3278 1805 25
1313 3370 100
498 4179 72
1768 3360 58
4471 2509 22
539 3854 59
41 108 42
239 2203 93
2177 1520 77
1676 3237 56
1742 1515 13
966 4180 83
3817 4678 14
340 1447 74
1097 2270 84
3370 4162 90
728 4203 98
2022 4442 53
1014 1619 26
143 3296 63
1998 38 30
2010 2356 10
1744 1173 41
658 1513 40
4283 3963 10
418 2333 24
407 3062 28
1857 1436 22
509 2450 94
3386 2593 42
3148 943 80
2129 4305 88
291 2402 61
3131 4412 74
122 3695 89
4383 4114 23
2807 4521 37
434 1378 25
207 3240 75
1600 1626 21
2641 1127 16
72 4608 74
4859 4899 76
2171 3030 88
4645 3152 83
3785 2536 49
259 1695 71
4795 3481 1
2119 3688 93
3246 289 72
3318 4282 51
4333 4355 59
1006 566 59
1433 2738 41
4920 3735 94
2103 2520 82
1103 2780 77
3273 3927 58
4526 2399 98
370 645 87
2841 3963 22
2791 4648 77
3702 2007 95
3160 3440 33
2000 3361 68
345 1816 41
2578 2919 21
1506 2545 48
3915 3423 47
13 3793 44
2751 1635 59
4772 778 8
2500 832 67
795 3992 7
3179 2345 20
4299 4042 88
2939 2973 8
4359 4479 5
1058 4747 28
157 4760 21
4900 3863 8
1311 4988 87
2370 3840 19
436 4635 64
3294 4167 61
4514 3466 55
3901 1405 28
2560 2116 60
3764 3174 7
4743 4683 19
3164 936 82
4571 2247 22
3109 4617 63
2480 53 50
2195 3347 17
4255 4213 83
3061 3115 40
3489 2027 56
4748 792 83
754 535 66
4224 51 2
205 975 1
3879 4084 18
41 2916 23
2190 111 23
4859 718 36
993 3780 3
3533 3621 31
4540 3369 23
3722 475 10
3940 4699 14
93 1256 89
3494 135 73
2863 176 42
2286 3719 53
1408 3578 24
1095 923 4
3898 4456 77
3728 349 46
702 423 73
4563 4363 72
3476 809 80
3364 4303 16
3689 2166 44
1930 804 15
1634 3564 45
2057 4660 69
2612 3558 77
1788 2286 26
685 2988 50
57 2551 65
4128 2380 74
808 744 77
3975 4433 96
3670 2715 52
2085 4350 17
1781 2759 77
1049 372 87
2478 3512 73
2903 4198 13
104 4255 16
1669 4736 96
4042 1896 41
2071 871 26
3618 893 94
969 4330 96
3237 1112 55
165 3513 27
651 991 92
4775 247 90
1887 351 45
2903 3372 81
1298 3767 77
1790 838 100
3068 808 46
2061 3129 76
1756 1367 88
4210 2884 54
3389 3536 45
1080 3311 44
4321 199 96
465 4454 20
2698 2104 87
1826 3895 77
3178 3315 85
423 376 67
1998 3484 34
1038 4046 70
4943 3787 6
3487 1219 70
4983 540 69
478 2358 75
2049 56 79
1036 1882 26
2212 60 41
549 1835 69
2015 3834 5
1200 1224 4
3269 1167 91
227 1006 11
496 989 3
2316 2819 61
3590 4869 17
3320 2257 52
1946 821 64
3886 1370 100
3907 4737 86
2411 2289 10
1314 559 29
357 786 35
619 1282 77
1421 4950 96
934 3540 17
4150 1860 26
1953 3806 48
4817 4045 70
4516 4304 8
4401 3067 97
1862 734 8
490 1091 94
1476 1710 28
3452 4483 78
4600 417 70
1968 920 31
1594 2873 89
2041 2690 86
210 3558 42
4469 2959 10
4666 4821 44
3125 1663 35
2371 3140 97
2898 2944 80
4728 3896 50
1449 2217 70
31 3811 43
2420 2204 34
1557 3766 44
4999 3236 4
2860 4254 77
103 2379 41
4789 4750 33
1185 4001 29
3416 81 26
1065 1530 95
4634 1562 6
1077 334 62
1562 1891 28
605 3242 16
3960 1102 22
3489 2557 2
4681 2346 4
4013 4883 57
3993 3300 38
2870 717 69
3964 352 83
221 2781 17
3682 695 60
2262 2652 55
429 2965 57
2851 1454 67
4004 1135 13
1259 1500 97
2516 493 49
3853 3364 66
3073 2328 70
207 2550 51
1323 2584 98
2035 1198 3
989 1628 68
2397 4479 22
1363 3483 9
2676 1094 9
224 3610 2
2424 3816 18
3989 3241 99
2259 3449 1
4661 1124 85
4111 3159 84
1213 4148 12
1280 2898 43
4153 4261 78
4513 3289 72
21 4865 83
2374 2289 51
3092 1279 92
2490 4890 41
790 903 66
3026 14 77
1461 1227 78
1524 3859 76
1066 4364 89
443 3877 79
2267 3898 44
2701 2625 34
1951 717 65
4442 4559 7
1735 1701 10
152 4727 77
1728 2541 4
3805 4065 16
132 2979 22
1927 3209 100
4194 3459 95
1895 1084 80
198 3153 96
4641 4064 2
1376 765 64
1528 1845 40
4608 4386 95
4766 3451 10
4898 4935 42
1971 1863 51
2922 2409 10
2617 657 47
1048 855 100
3144 1848 17
1497 4576 82
660 2456 79
1999 2065 65
3094 3183 69
2803 3081 4
3196 1405 19
1798 4327 29
3860 3296 38
2006 4345 93
4657 3841 42
1373 338 70
3855 999 27
885 2998 92
950 2444 75
2170 248 8
3325 4796 13
1344 1595 93
3124 455 89
561 2461 86
3853 2118 27
346 4844 66
2768 51 65
1294 936 15
3237 3238 60
3363 408 60
2922 3734 56
3887 1430 51
4179 4554 58
2767 115 19
3405 320 90
1531 2019 86
4996 4787 37
812 2433 73
979 670 12
2238 4033 72
1449 1955 58
4104 842 88
4707 1373 94
764 493 9
635 3898 82
3976 429 53
2161 1778 40
397 3942 25
921 4921 95
4684 3511 80
208 4960 87
4465 4065 82
1505 124 55
3098 2240 100
1159 4227 98
892 3203 80
2644 1716 58
535 3465 52
859 739 74
1853 423 85
4584 1983 46
4270 1449 63
1151 4306 39
758 3756 79
857 1267 59
4855 2159 14
634 4803 31
4543 338 48
3746 1197 87
1519 4402 63
4156 3986 46
1753 3257 47
3415 760 5
2905 1518 62
4635 2376 29
593 3583 41
1107 569 44
4689 1464 35
3088 210 84
875 1730 39
1789 2238 25
4686 3991 34
385 2406 47
389 1663 65
502 1298 93
1883 1892 76
423 4351 45
118 4040 61
1504 2128 72
4088 4355 54
3778 1144 92
2454 2183 83
4388 2568 41
4786 2957 4
1702 3460 2
995 343 46
222 2118 97
3667 2236 89
1279 3741 18
2750 4181 25
2303 2959 22
446 413 5
1228 1153 73
2120 939 82
3323 2642 42
2177 4989 37
4274 211 55
4371 230 44
4859 1510 85
3828 4260 66
2153 2916 25
2974 3362 90
978 943 44
2902 3063 35
2783 2739 29
2477 1268 18
3865 542 30
1020 4913 60
3115 1125 70
2599 4953 83
2616 3458 99
4240 1432 61
3981 3762 4
3524 1664 20
1711 800 59
2539 4629 27
3357 3494 21
4386 866 87
1997 3981 12
4767 2932 17
3149 548 28
799 1140 60
1811 122 75
3767 4998 91
3786 1709 91
2896 601 72
1922 3958 67
4194 4696 85
1380 1693 67
1043 1460 99
660 961 48
87 3112 40
2298 4924 62
3272 3691 61
2263 2477 22
3405 373 23
4177 3647 33
4795 2841 29
1279 574 23
3097 1617 35
2848 2277 49
1795 3716 61
4586 2367 85
1148 1991 76
4060 606 5
33 4012 78
256 4541 77
2140 688 71
2369 1967 45
643 65 62
377 2913 92
3777 1060 60
3938 646 27
4022 3146 19
4150 2206 77
1754 2240 41
1084 3848 82
412 988 22
2582 4709 90
326 352 7
1040 2082 72
4031 859 84
2090 1149 82
3869 1524 81
2639 674 87
2015 3780 79
1756 1216 79
2389 2981 20
3711 563 81
3352 2242 34
4410 3282 68
3381 3665 79
1116 755 29
4497 976 53
2377 3615 79
3816 631 59
3846 3739 28
4077 2480 9
1648 1191 24
3928 895 66
2913 305 100
3980 38 65
2259 1154 21
1687 2004 97
3991 733 65
1969 901 48
79 1100 87
4406 177 67
1714 1825 11
938 2105 6
3755 19 64
4855 3999 2
4619 2610 57
1491 4297 13
4340 4640 46
804 1609 100
4251 1689 100
2789 2447 29
3807 4162 6
1017 1452 11
475 1559 30
238 1414 82
39 1034 92
2347 3877 42
3011 3217 82
3057 373 92
1708 4624 33
107 3765 80
1387 2573 94
4492 4942 98
1054 417 58
1284 2007 72
3217 2047 58
1408 746 36
249 3758 5
83 3167 79
1526 1227 55
4658 1334 21
1589 4073 46
2683 3565 88
1580 4619 6
3389 2255 13
261 472 12
870 3233 11
357 3482 21
3062 4917 40
2492 1443 67
1546 2453 1
4366 4043 26
1111 3078 91
4151 1010 62
1256 4400 70
1720 1013 94
584 3235 27
194 3593 62
1266 3007 79
505 499 75
971 2045 28
4123 2764 23
1348 227 1
3490 730 64
1603 1986 64
1972 59 29
4166 1995 64
4592 3541 9
1205 4807 16
1384 312 67
4358 1283 65
1137 1758 81
1960 3106 60
2212 2948 91
3475 4551 29
490 1524 88
4870 2042 35
2486 2986 76
3694 4192 83
4262 1928 47
328 1286 30
1144 3775 40
4724 735 46
4884 4300 46
2126 2775 98
1354 4618 74
1994 4488 16
4628 1974 2
804 2021 46
3138 1283 74
785 2963 12
1066 4108 88
3106 184 75
4603 68 27
4049 2194 55
3046 4901 73
4919 1895 13
186 2875 88
3439 31 61
2237 3170 44
1610 3955 59
4974 21 67
2113 4479 52
1339 4083 72
4866 3132 19
2520 2530 72
4792 3801 19
4256 339 94
695 3778 26
4155 1015 48
250 3978 3
4309 3952 76
3827 2417 56
3530 3756 91
3302 3622 75
2972 2494 57
2543 3638 58
361 2895 97
2406 3590 27
3131 2746 95
4730 2996 73
3932 3657 77
860 2485 46
2267 1015 2
2757 4317 77
2731 3641 71
1587 1184 10
596 2897 57
4944 304 47
3070 4787 45
4916 4518 94
740 4802 51
1868 662 36
413 4281 52
2715 2038 21
4991 1121 63
1113 4060 99
874 4656 49
3530 4600 5
1129 4023 92
1473 291 62
1166 1032 17
869 2900 31
1704 3314 13
3555 1029 51
2428 2372 25
4942 4837 85
4992 2064 42
2940 1946 94
2544 3075 69
3288 901 61
4901 3419 45
1317 4288 45
4748 993 59
3812 900 40
4914 4680 64
2138 4622 54
3423 4615 18
716 3907 16
3961 1452 92
1230 1092 45
142 993 16
86 3663 5
4282 4763 50
1793 3575 2
1684 3489 35
300 628 57
3753 403 24
622 1119 32
4437 80 36
2680 2662 28
3176 4156 73
2092 4242 36
1648 3525 99
3549 318 74
2702 3354 16
1536 3654 44
1345 2407 99
768 4381 18
451 171 50
1586 2851 65
165 2380 21
4738 824 64
2973 2472 41
972 2373 11
3897 1427 65
312 2964 20
3707 661 79
2505 2781 13
2422 3233 84
124 1171 87
488 1337 67
1360 1075 91
1475 400 15
115 2724 40
1777 1622 68
1794 1934 32
465 1994 45
2895 4499 26
4707 3274 59
1690 3398 83
4229 238 20
4147 1598 47
3538 3074 47
3104 4541 72
44 1319 46
3411 4465 32
1094 4930 26
790 2825 26
1915 2533 100
2626 575 50
4508 1156 88
4079 304 38
4725 194 64
2123 3298 6
2246 4694 77
3991 4457 94
4023 551 24
1048 2693 1
2573 4609 86
3724 2235 62
3273 3095 18
4412 2174 74
3502 3251 68
665 1726 67
3722 3973 61
4450 2964 19
4643 1987 22
1118 4388 16
419 3313 77
3604 2038 64
3717 1663 59
4987 1076 85
1560 4578 88
3328 1595 14
4746 318 87
4506 1120 4
76 764 43
2550 3234 31
2717 3653 97
3845 2258 35
2208 2327 98
18 2314 26
1354 3875 56
941 2203 4
3606 1949 74
245 2807 94
4848 4236 10
4142 3138 45
2825 2207 98
4821 1052 8
3855 3260 36
904 3278 50
382 4632 77
789 1925 32
2792 531 33
1465 2128 93
2611 1976 29
4520 1119 19
1016 3944 26
1166 117 78
3573 3972 90
4660 1228 68
3062 2962 52
338 3752 29
2522 2896 60
1654 4362 41
4946 3325 17
3826 2845 88
844 214 84
1421 1380 1
1698 4953 25
1587 966 6
1106 4028 68
1609 718 72
4037 3240 69
3349 4895 83
4789 1193 8
4557 20 5
445 2216 19
2980 3638 99
633 336 5
2257 3276 71
2814 4382 51
4982 2344 69
3605 1381 10
3773 4730 57
4655 4519 50
3862 429 70
2267 874 87
885 206 25
2236 839 13
3540 4449 41
2162 2263 76
4812 3597 20
4532 2203 1
1141 2328 84
3997 1984 55
3047 846 84
3468 4465 10
1106 1703 69
2382 3939 8
347 3831 9
1587 993 25
3562 2157 74
2881 1689 29
4934 4183 58
1717 3180 42
723 2579 40
3807 2400 6
468 3506 9
2336 889 100
1396 1236 31
4904 2823 76
3380 2738 85
454 1971 26
1082 1905 9
4039 4974 42
332 2050 21
2472 2209 21
429 2677 80
3737 14 69
3688 2762 57
1118 2666 32
2245 2399 70
529 2853 94
1854 287 51
2363 679 26
2404 1011 28
1376 4835 37
2749 264 14
2628 353 80
4748 4041 42
3104 1511 61
1987 3756 12
2257 637 65
850 2492 4
2700 1207 83
877 4963 47
1104 2691 82
4892 440 47
1358 4420 52
2837 4168 94
3431 3624 57
3043 612 14
54 4221 51
1270 1423 95
4125 475 54
1308 2705 17
854 161 61
1587 54 53
2585 1412 74
3937 601 94
682 384 71
3938 3427 35
2303 4833 56
1306 2455 31
2800 1581 6
3206 4241 11
3574 1447 73
1634 3034 27
1487 1972 91
2112 909 92
3257 1591 29
3027 1881 56
4761 4185 42
2068 491 49
798 4643 82
1356 2849 23
4618 1424 22
1690 3058 9
168 897 81
1410 3009 42
1902 2619 33
4130 646 66
1137 1760 51
4330 180 42
4979 2331 38
4912 3687 87
2735 3305 11
4708 1348 22
4716 1516 19
1696 4279 81
937 1181 100
3121 1663 98
2187 4152 10
1789 4835 91
1883 1166 22
1620 1078 61
4206 165 18
4569 4874 66
4342 4590 35
12 2639 14
44 3576 47
1343 3050 62
993 1589 66
2402 3378 1
344 1613 67
617 3233 98
929 3792 63
4547 4713 37
864 4055 28
50 419 67
2163 464 95
3161 3159 97
2174 4152 86
340 2907 17
4692 4603 30
211 221 16
1808 1150 60
3570 2049 25
207 2914 80
2786 2964 51
3004 1480 15
1798 993 75
4995 3168 27
1132 4860 86
648 4552 90
3130 1115 63
3845 2923 65
1056 2846 15
2980 4405 81
311 2191 45
3061 1547 77
1276 4697 23
2650 4692 91
4528 2177 3
666 2825 7
55 2307 23
2369 1152 46
833 2208 92
1347 1540 97
1127 1851 40
224 4913 87
2152 1189 85
74 191 29
2516 1071 6
4818 1737 84
3025 3144 91
2347 513 96
944 1347 56
1036 4046 97
1884 1526 48
1276 1750 13
862 254 2
1498 329 45
3179 2845 17
2036 4016 54
3719 2041 51
4062 740 64
1909 1684 63
1964 4072 10
4912 957 36
3360 2233 38
3072 4447 92
326 2298 73
2770 477 71
2638 2513 87
4244 2585 80
3994 2999 72
609 4908 56
3572 3224 29
1933 3137 38
468 2849 23
3457 921 22
348 2599 20
273 1722 97
3043 4360 11
1181 4956 48
1360 302 47
3631 912 55
3938 836 79
3318 2769 16
3655 4589 65
3929 3046 39
3651 4746 38
2022 19 12
4519 3062 25
881 595 81
4828 1955 84
1774 1938 48
3628 877 84
58 4195 5
4626 4203 94
2042 4484 92
380 4487 38
2670 1510 10
3033 2381 24
2757 3262 20
2438 4442 27
3773 1216 66
1020 1196 95
4103 2606 42
1307 2232 97
4452 4275 82
643 1007 69
2932 29 31
241 3063 12
1965 820 26
4284 4610 20
4910 3383 36
3827 755 84
3621 4858 43
3963 2517 75
4859 3321 2
1592 3964 62
2813 1897 43
543 3490 6
2007 455 79
3084 1091 41
3604 2354 25
1691 2533 32
2327 1155 43
569 1470 60
2395 2681 34
4849 4274 98
3310 2087 47
3152 2630 38
2410 989 45
3840 4074 89
4880 2678 95
656 721 28
2188 3048 35
4930 3617 5
1541 1013 87
2826 862 61
1724 524 48
222 28 30
2211 3790 72
1008 2630 46
2248 3863 76
842 4519 49
1969 3059 98
604 4341 15
2060 2235 80
4846 61 94
3258 3137 18
2405 3360 47
1887 1923 89
2358 2931 20
3255 179 83
3182 2373 54
3830 4343 14
2527 1299 7
1194 3359 42
873 4558 4
2767 2816 41
1536 1574 53
334 3461 29
2923 2171 12
4494 1778 44
3576 1312 17
4881 142 12
4246 4022 63
2953 1568 23
246 2441 81
1249 1560 49
1742 4449 23
1946 4783 84
4074 4058 7
1838 3552 37
4781 3480 49
97 3362 92
2461 3960 66
1123 1913 34
4497 3512 27
2429 4761 40
3178 2855 89
500 1154 24
2636 1580 35
3294 3418 87
731 3199 68
4479 4649 82
4722 2110 94
3987 3233 8
1172 2731 72
2151 160 33
4690 3338 41
3030 191 95
2505 2827 75
1039 2473 94
3126 3204 45
45 2684 94
1678 3758 4
2271 2746 90
1130 270 21
3501 2421 33
1986 3463 24
3326 2845 15
2172 351 94
2598 1390 67
1443 868 24
3488 2265 8
181 3943 18
3985 2567 16
2374 49 87
4846 3551 60
3830 1889 24
1153 1567 69
19 3739 72
3064 1337 63
3583 4133 83
2306 2621 49
65 2802 44
1582 3139 11
2198 1865 61
3084 3063 64
4095 1894 53
2218 3047 20
4539 4419 59
2210 2483 48
2624 1066 81
3907 3372 54
2455 3437 9
1298 20 48
4061 3570 66
521 1654 81
1884 749 75
136 4320 75
1307 211 94
1217 2421 77
3816 1398 44
549 305 68
4902 4112 58
3410 1762 78
1410 823 48
2627 2696 54
1907 4580 55
3082 1068 27
8 3727 38
1 4944 12
3829 3761 10
3724 4310 67
1992 4212 79
49 3975 93
4478 385 17
2477 3012 13
3482 4919 46
1588 4353 66
4015 4361 94
3004 4362 90
767 4544 51
3576 3268 61
4394 260 26
4324 1661 1
1017 2491 86
3533 4968 50
97 3450 21
2594 39 75
1160 406 36
4805 3410 51
3394 4178 95
745 4106 15
3757 4853 28
982 4177 89
3534 194 81
1471 79 1
2420 1529 4
4641 4123 95
2567 1635 1
4854 1440 63
2856 1187 93
4050 3284 52
1217 3393 5
3644 728 34
4084 4262 81
664 734 60
4917 4506 41
2620 499 65
1714 3066 100
1214 4273 93
1828 2129 32
1621 2532 68
1872 3749 61
3328 2393 89
3961 1477 52
1141 3494 38
4753 3411 96
4893 2383 96
4157 4097 14
1409 1663 87
1453 3491 69
4036 1464 1
4903 3336 50
4163 1664 95
4152 1978 24
4755 3119 18
2444 2872 81
4639 2766 16
2334 3275 13
800 4684 28
3538 2489 20
3406 1525 36
806 1428 25
3307 1944 41
3201 1096 19
2277 2203 39
4846 4647 11
827 638 29
542 4325 5
707 125 41
2534 3663 83
4205 2070 8
3693 2876 89
1517 2536 33
2357 737 81
176 3014 36
1114 2861 83
1276 40 21
557 1934 46
3113 3993 23
353 2880 87
2787 3437 9
1747 2130 37
2135 3647 73
819 1005 63
599 1181 29
3934 3647 42
3268 1275 82
3240 1832 69
2538 4945 14
1960 1651 94
1398 790 32
2906 2537 14
4995 4672 62
3267 491 19
3629 2442 52
3358 2728 51
3651 2348 26
2633 589 11
1253 4479 8
3866 1439 11
712 4190 2
995 3448 39
3408 3443 64
821 1711 7
591 1692 50
1542 1402 30
2492 54 79
1070 4039 20
2832 292 99
891 510 38
1954 2574 80
2455 3569 29
1845 3330 72
908 4151 35
3167 4743 28
2868 2637 30
297 1482 36
1427 3904 75
3146 1736 19
4344 3979 82
3334 933 56
1513 4740 26
3141 1586 56
4565 3846 59
2699 2013 2
3878 4881 92
1460 1531 74
4095 2958 78
2122 1105 66
440 1801 45
621 135 31
4729 3001 71
2406 2494 57
2061 2059 56
3571 1111 21
4825 4989 55
3716 1449 86
4089 1897 96
4718 4019 1
2083 811 55
4779 2785 42
3409 2514 43
1780 4920 90
3088 3333 49
3243 1904 12
3116 1729 2
2870 445 3
4155 886 100
4750 604 71
2803 2687 83
4009 3819 68
350 2228 34
1045 4008 54
4234 3449 39
4482 3044 43
3546 1160 73
2599 4030 70
3101 4537 57
1853 640 61
975 4795 1
4557 3804 20
2276 4154 100
2509 199 61
4014 4433 10
204 268 54
1947 166 15
1771 2765 45
2040 2218 83
4548 423 75
2661 1399 70
4813 956 74
784 4585 80
3983 3446 32
2543 3813 17
4552 4017 37
4606 964 3
820 4087 68
2416 1128 39
3550 2028 62
324 4689 61
3245 4502 70
3618 286 55
850 4270 53
3281 3165 66
2849 2718 36
2686 3676 52
2688 848 40
1808 3264 20
3146 3167 48
4907 4843 38
3068 3089 92
4889 3059 79
4943 3909 1
1147 3542 66
4813 1392 36
200 4078 12
1551 3118 12
1990 4926 29
4909 4424 96
4857 684 91
846 104 80
1337 4993 92
2115 1288 1
4867 2435 96
785 3600 88
4420 3800 18
3084 352 36
2595 3694 15
1723 3604 91
370 4813 75
213 659 79
1792 3348 24
4135 1816 12
388 1683 100
183 2468 100
1370 3241 53
2987 1325 57
4074 272 51
88 3348 7
1879 70 20
705 283 31
3284 3428 80
2207 2563 96
3771 2951 31
2770 3134 100
1721 856 93
4473 195 18
281 4270 42
3432 710 90
1538 3941 61
4458 4647 96
740 4283 24
4019 2842 88
466 2965 91
3597 735 26
548 3809 34
740 4634 30
2257 4916 52
1750 3348 14
3240 1238 56
1152 2048 55
4347 2789 90
971 1808 84
1510 3627 50
0 2224 37
2977 2772 46
3163 3512 81
2192 2121 97
3195 3871 97
4908 3463 35
563 4615 84
3569 315 73
858 2638 33
2342 4148 60
3143 500 36
4679 4830 8
1377 4345 72
1357 2889 93
2605 1084 17
3553 992 80
4387 2908 48
3622 1477 63
646 3688 53
4479 2382 1
3290 525 53
4326 1556 35
3133 2933 80
3157 642 69
3949 3247 53
1317 1800 98
797 2540 58
2596 1162 87
4710 1809 75
4462 2640 9
4714 930 34
466 256 91
3753 4742 76
1384 2899 19
553 3200 18
2157 4518 19
1106 1667 59
2963 4263 73
2650 3973 82
2376 3435 22
4485 3149 5
2118 4967 61
2660 72 55
2488 1457 6
1606 2010 7
323 519 77
2193 1626 44
1603 941 59
2176 3591 32
909 968 19
931 1805 20
3235 275 39
2147 4288 12
2154 1776 69
59 3382 31
2517 57 50
4493 2251 28
3136 206 22
3746 2382 13
1977 3292 33
1347 575 38
3866 162 14
2705 3661 2
2968 815 30
3336 2227 64
2066 4744 21
2667 4238 24
4895 3726 31
4416 2473 65
3880 802 57
665 3502 84
4254 3720 46
3119 2777 60
1272 745 27
1201 4081 54
864 2499 99
1937 167 89
