1000 5000
813 579 1
618 578 10
101 739 93
430 890 80
460 772 2
849 354 53
819 599 96
153 890 72
677 259 55
686 772 41
612 938 21
964 556 51
74 657 90
818 87 81
197 899 5
651 749 12
703 920 11
550 73 53
721 102 12
176 788 36
68 400 74
540 365 30
590 791 39
380 609 78
412 159 78
216 810 27
79 865 99
189 416 72
893 489 26
856 17 14
592 86 67
265 626 32
847 217 75
437 949 36
115 361 47
692 929 9
370 9 75
968 550 43
991 796 32
116 652 50
381 244 88
47 862 14
430 61 83
604 498 84
92 965 97
738 9 27
899 731 88
573 699 90
367 42 86
298 510 39
599 892 35
986 939 49
352 370 62
286 326 13
170 418 78
766 509 40
644 408 71
531 333 23
673 700 65
258 998 28
848 950 20
35 936 11
83 640 33
897 927 60
209 449 78
486 215 39
125 212 47
848 95 80
270 768 80
734 379 31
61 579 81
632 614 69
495 50 62
727 947 41
286 156 90
616 994 57
454 472 69
53 320 65
632 590 85
264 676 64
894 90 96
826 722 10
46 569 12
259 297 59
399 583 67
988 551 14
497 358 86
865 411 58
681 395 48
266 659 24
581 905 66
476 83 41
338 130 10
249 389 7
460 141 43
178 129 94
891 978 4
428 844 15
285 877 11
84 495 70
208 429 28
125 257 11
765 595 93
975 197 35
833 657 76
275 835 57
621 79 36
324 507 32
439 793 9
949 877 5
470 437 86
897 915 43
760 680 39
752 655 36
486 489 45
361 116 32
718 737 63
405 62 71
936 853 16
344 154 45
600 976 35
285 226 50
580 986 82
118 738 38
205 577 79
301 938 47
584 8 85
947 765 99
817 701 4
184 398 58
780 350 86
814 988 12
115 568 98
97 38 89
86 595 66
916 896 56
862 480 17
546 779 82
996 948 36
299 132 34
108 913 36
894 79 24
905 547 92
255 644 82
343 730 77
360 998 25
315 860 58
983 759 37
417 755 86
552 407 18
437 515 83
672 761 15
896 19 62
39 274 58
221 969 40
349 681 38
374 348 98
231 332 57
867 749 13
804 301 20
874 738 87
856 410 49
622 658 68
583 698 94
540 271 15
579 972 96
968 346 44
866 929 76
522 149 77
286 953 78
457 827 68
496 36 31
944 658 41
763 594 91
208 486 62
622 418 35
717 386 33
160 252 63
288 127 12
164 765 17
694 575 45
961 71 81
343 367 39
384 482 85
474 690 72
188 312 90
874 381 76
258 541 81
572 829 60
683 346 25
100 40 52
696 353 23
976 697 42
266 433 24
151 907 14
522 447 78
663 673 59
190 932 53
970 504 34
229 540 80
606 992 20
909 688 74
932 16 23
25 282 56
249 785 15
514 659 63
444 322 88
402 513 20
606 835 77
640 417 17
371 23 9
143 284 49
268 216 65
90 242 99
345 843 85
859 357 44
173 153 67
161 908 32
80 514 67
208 506 84
524 878 59
184 373 44
884 641 12
248 731 6
247 76 49
383 287 59
826 461 12
944 974 20
575 406 87
42 615 93
277 491 23
536 676 96
431 560 37
542 161 68
248 760 96
148 143 36
758 969 49
170 914 23
841 928 80
883 895 25
161 387 47
49 63 95
480 975 83
374 488 3
622 248 50
123 391 85
881 713 33
403 979 55
597 820 36
976 56 31
400 569 18
99 618 33
445 450 61
727 824 1
381 799 50
131 922 93
615 155 58
0 559 37
906 156 10
741 484 66
824 885 35
293 336 5
178 133 55
38 860 31
738 242 30
39 725 4
84 340 60
841 340 71
930 599 27
191 340 11
156 516 48
42 810 36
898 988 69
852 378 82
334 468 76
264 860 1
819 296 93
530 489 86
800 419 85
226 962 77
489 118 94
988 512 56
176 410 96
144 614 26
677 949 46
452 565 6
952 736 54
145 267 44
30 67 15
866 646 78
42 135 48
735 475 61
942 651 23
137 148 38
414 825 39
160 278 4
117 582 40
371 79 59
114 461 27
628 327 73
105 370 60
53 457 35
865 752 39
87 241 87
924 656 64
414 816 94
117 933 29
909 656 8
967 770 70
445 399 49
217 856 71
476 909 81
563 774 33
301 862 74
539 138 30
954 553 98
648 22 84
276 283 40
983 603 11
504 48 62
705 266 18
275 94 80
655 657 6
787 958 20
513 849 59
542 804 64
92 452 38
575 80 22
714 415 25
976 272 73
637 977 91
507 252 86
286 260 43
191 399 54
311 912 55
921 807 11
84 899 63
621 474 95
794 188 11
570 165 35
395 154 12
485 661 16
22 947 76
217 491 76
722 802 88
76 75 47
587 511 46
901 484 20
648 279 61
810 849 78
244 331 56
82 993 23
104 292 51
321 783 26
43 937 65
472 364 12
411 875 9
664 360 29
312 639 41
122 840 18
366 437 1
373 519 46
396 623 91
46 297 74
723 692 64
339 516 28
702 927 56
711 592 16
191 904 55
331 27 47
0 745 84
0 119 3
698 867 79
688 265 28
813 988 72
228 679 89
656 734 68
311 797 60
678 988 17
684 671 96
530 23 41
814 375 12
968 73 79
98 761 44
877 575 84
349 803 16
689 811 50
956 474 99
168 504 39
284 188 10
131 719 85
723 885 60
435 205 34
365 656 47
209 533 74
744 234 30
959 923 93
260 232 20
358 400 24
796 36 13
257 167 84
741 890 69
953 677 26
238 43 34
284 604 68
258 348 54
739 660 30
31 920 62
150 631 14
774 427 50
586 37 69
469 130 11
589 83 89
266 321 32
600 958 36
819 568 36
624 307 96
353 338 17
314 489 48
27 615 27
128 201 16
396 22 47
907 963 82
95 581 56
678 181 14
865 352 82
400 977 89
596 682 79
64 349 68
163 728 35
41 857 36
957 253 10
355 512 25
188 959 7
343 989 40
808 854 93
841 607 22
181 555 4
860 619 53
379 134 82
514 175 91
201 484 96
911 839 9
287 380 20
893 723 10
33 884 16
877 725 23
698 907 30
553 119 1
758 498 35
691 364 11
481 566 95
876 829 87
136 116 67
356 10 42
565 395 26
332 272 4
707 322 63
636 227 82
537 985 32
571 676 97
133 157 63
180 386 92
66 522 8
684 878 70
25 795 65
603 128 89
906 835 11
820 471 39
501 360 76
32 932 53
928 417 62
390 597 48
33 15 23
441 51 1
210 77 97
727 32 77
515 290 12
626 110 35
316 963 96
991 995 80
695 276 49
909 18 99
508 52 14
630 845 66
631 55 95
779 134 79
407 650 69
870 276 31
804 944 94
451 287 41
382 335 17
731 244 36
29 752 40
342 383 85
59 366 92
205 497 27
383 256 77
203 126 5
133 282 49
378 734 88
619 116 23
487 847 67
374 876 72
313 571 7
97 982 25
289 540 74
967 923 30
943 479 56
547 964 38
447 343 24
634 314 41
157 801 40
275 176 69
146 489 92
104 939 74
428 580 14
601 547 90
382 490 69
937 389 33
127 188 28
50 822 42
442 331 96
682 959 72
150 457 13
893 562 52
266 342 32
532 944 79
73 326 21
741 616 10
725 743 98
405 145 73
46 588 56
841 622 15
164 124 25
977 17 87
80 635 29
412 519 25
642 592 52
363 685 20
824 411 15
474 816 60
298 214 100
453 408 74
920 572 98
844 901 67
682 982 55
510 746 74
987 740 67
790 455 52
209 632 15
723 106 83
734 756 50
686 561 58
259 481 82
309 677 84
727 359 18
781 222 16
707 561 56
873 351 12
76 560 44
43 635 2
177 369 58
526 407 71
635 667 53
317 328 82
252 55 94
169 189 68
536 896 29
291 121 80
854 549 92
49 944 27
350 122 48
759 0 56
730 636 23
534 305 3
15 557 10
560 78 99
327 614 47
655 257 68
686 112 70
277 513 14
503 216 36
451 975 89
806 57 25
180 943 30
234 959 39
343 871 69
642 199 35
540 206 92
560 893 56
129 522 22
642 26 38
630 829 13
618 987 23
594 519 66
875 753 77
713 96 49
333 90 100
567 631 6
410 191 51
718 672 74
539 314 52
576 296 33
940 914 20
362 508 39
728 383 44
756 448 40
304 781 83
403 700 66
61 463 57
963 533 29
388 72 95
191 0 92
823 292 6
794 655 67
284 735 2
527 491 51
219 148 84
1 903 37
766 316 52
74 632 85
54 20 57
348 564 9
939 387 1
797 182 8
515 466 95
616 346 39
518 565 87
554 566 42
642 684 59
193 758 43
277 812 63
785 160 27
645 452 67
445 601 1
605 116 19
499 84 65
237 955 82
475 509 48
617 503 32
427 696 42
869 325 54
683 110 67
62 755 19
828 552 72
480 157 40
598 657 24
415 246 31
796 722 92
96 339 95
79 118 91
821 987 68
374 22 78
440 84 85
310 264 90
133 744 47
72 695 56
448 110 3
778 258 25
970 706 16
664 786 86
407 607 73
474 333 95
4 126 32
288 436 96
829 570 41
176 994 36
883 442 98
837 221 8
513 191 15
528 207 1
13 614 60
837 441 93
684 445 19
615 85 8
810 915 30
102 91 24
89 326 67
186 164 88
246 677 31
12 558 38
212 923 5
723 113 46
215 149 91
186 764 76
945 926 91
274 29 34
597 118 13
715 657 77
54 903 6
584 915 16
674 479 92
378 554 5
523 121 54
465 307 70
140 252 96
83 878 25
468 476 96
180 543 53
56 598 8
314 182 75
129 208 54
572 586 60
776 461 81
481 926 41
302 419 93
698 854 24
474 322 52
369 503 95
921 911 93
80 225 28
154 707 36
59 631 23
518 760 36
99 241 63
339 544 34
183 594 88
906 68 10
809 790 65
904 63 77
596 144 54
175 298 13
611 710 45
633 228 5
820 679 98
934 18 94
467 554 88
206 812 9
268 622 99
832 526 14
660 474 58
66 650 9
178 261 19
274 246 99
778 66 79
228 353 49
221 820 3
161 27 16
169 295 90
319 479 68
532 140 42
242 206 44
250 736 57
320 11 3
618 141 22
948 369 75
297 943 47
199 104 26
266 625 73
955 944 53
522 828 45
916 70 3
959 672 39
616 344 2
870 315 44
543 263 65
569 560 8
416 760 12
641 378 37
514 686 33
218 208 62
414 476 84
816 436 9
954 404 53
808 274 20
451 818 84
815 387 44
123 155 56
886 797 87
275 663 73
607 233 33
120 647 10
704 463 46
312 769 50
616 929 76
236 380 94
471 548 34
266 23 89
822 261 38
460 536 53
432 144 86
964 264 85
973 320 100
770 632 22
971 601 51
447 189 32
740 660 32
125 926 55
314 100 16
651 560 53
4 344 49
941 661 13
526 986 34
925 757 18
446 728 71
249 175 60
80 268 72
163 393 99
269 707 51
284 711 64
188 67 8
588 8 21
253 886 8
886 164 65
855 962 45
778 211 21
889 643 41
661 806 34
711 75 94
861 712 57
276 252 24
36 841 32
456 94 71
863 332 35
379 539 97
624 317 9
396 207 52
436 220 59
221 931 86
66 144 98
622 421 51
245 457 44
229 265 38
99 481 22
133 860 61
481 836 79
689 232 38
541 20 58
551 594 89
636 660 85
786 635 6
188 232 15
431 813 81
120 912 62
141 397 74
701 879 11
931 920 43
368 461 16
377 364 10
317 353 22
402 139 57
907 679 42
574 110 55
154 582 68
567 723 17
840 424 48
302 708 69
645 428 82
712 806 47
373 123 52
694 877 43
3 785 22
544 711 84
898 865 66
517 784 41
534 976 65
133 279 25
301 276 54
635 988 60
333 361 35
384 407 13
926 410 50
499 954 61
182 853 78
799 722 62
139 608 90
255 742 69
80 395 97
685 30 85
744 363 98
630 747 6
42 25 68
591 524 23
203 58 28
680 857 50
293 348 59
883 956 53
103 388 48
600 73 79
436 817 42
634 447 42
591 842 67
958 785 92
632 989 2
159 669 60
761 315 60
971 550 16
923 653 56
270 253 29
0 690 98
742 676 98
935 267 40
801 577 25
544 210 66
346 369 88
357 482 3
716 453 53
384 376 58
439 999 64
568 999 6
217 93 82
314 28 1
605 830 78
330 726 40
747 72 62
834 429 44
588 498 98
892 234 26
850 673 77
413 593 77
370 811 70
651 477 51
903 83 33
732 765 59
772 512 84
885 699 65
128 287 63
177 532 97
955 734 23
731 499 68
859 869 31
729 872 61
331 775 44
763 859 9
273 983 73
856 868 72
221 997 12
435 526 44
884 481 78
358 213 77
425 72 98
8 153 70
68 836 45
211 599 56
471 225 40
243 81 8
67 654 5
178 90 84
173 326 65
902 684 30
778 461 55
227 469 8
196 889 45
940 452 96
895 923 73
186 519 55
994 586 61
150 764 3
833 289 29
350 191 13
79 321 75
233 548 96
893 744 86
389 36 38
836 283 14
509 470 33
615 464 19
375 614 35
578 800 24
106 150 15
671 229 36
697 815 36
192 708 80
929 449 16
767 285 99
880 794 69
864 409 85
82 137 52
768 715 52
391 173 2
557 196 83
44 893 98
79 86 58
858 15 7
25 134 93
475 366 39
396 230 49
780 312 86
483 80 53
634 823 78
287 380 75
522 776 68
219 855 6
329 65 74
887 442 8
379 918 75
370 314 57
770 446 22
307 930 2
559 564 78
688 204 10
662 726 87
882 297 94
539 626 60
212 514 2
372 245 72
898 615 86
654 737 85
75 44 15
929 955 31
606 644 35
15 306 13
553 540 11
947 80 89
758 644 3
659 16 1
831 914 68
668 921 6
952 996 50
518 925 6
649 883 2
335 251 60
748 804 1
458 103 33
146 861 77
701 873 46
853 56 12
972 76 33
477 29 30
379 547 7
236 548 43
737 884 46
896 632 2
948 442 6
432 940 19
209 641 92
706 846 48
117 819 25
450 648 6
131 27 5
89 615 54
931 704 90
376 953 74
330 901 68
35 334 8
953 895 2
97 953 48
296 70 67
572 872 16
877 3 95
434 93 11
539 376 15
528 105 68
853 435 22
620 822 8
327 127 55
28 224 8
576 521 78
294 93 51
309 323 6
56 757 51
66 648 80
132 176 37
152 381 24
73 1 46
32 680 73
886 61 98
45 989 71
274 283 64
24 945 39
482 1 96
32 67 44
663 551 72
399 703 5
922 776 6
267 808 39
92 46 100
141 91 89
711 366 24
726 742 69
65 224 70
160 609 89
256 272 41
879 24 44
884 946 73
241 566 33
279 10 80
730 151 23
170 862 89
894 588 84
562 5 8
584 166 69
672 774 94
664 653 18
360 889 16
832 131 34
464 762 44
495 845 95
618 15 9
106 909 50
689 824 55
849 760 73
969 784 99
362 449 53
131 809 94
199 993 25
832 809 40
828 305 85
974 923 52
335 381 14
284 71 38
590 272 98
415 241 82
13 956 83
265 439 44
111 638 37
735 823 47
826 651 52
762 977 27
714 312 8
927 948 31
316 539 3
113 954 97
46 967 53
429 585 92
324 696 83
861 783 6
559 962 9
562 724 86
488 438 51
147 717 99
878 33 90
880 146 44
476 545 64
380 326 1
724 650 49
706 863 84
863 422 46
23 336 71
160 176 61
610 324 79
9 202 12
298 434 11
894 263 56
809 643 34
309 367 84
209 425 48
892 640 22
538 663 11
260 824 87
420 786 63
298 147 17
562 798 52
972 44 15
279 853 10
912 514 30
547 723 55
694 615 96
968 153 11
930 765 87
68 186 74
531 836 21
547 398 19
998 722 63
64 1 68
774 265 82
203 813 5
409 859 73
256 827 78
767 109 44
453 178 30
926 709 66
899 608 17
669 607 39
484 23 93
151 149 58
333 704 71
589 114 31
461 370 10
191 489 20
334 943 98
15 221 59
532 472 67
448 142 26
439 626 2
431 129 51
688 462 56
111 404 22
41 217 44
150 408 34
721 94 29
118 109 2
928 642 75
347 442 17
372 881 95
125 664 24
676 705 39
283 816 95
4 857 12
447 359 73
380 81 19
960 551 29
762 832 23
36 179 17
804 903 51
198 29 15
73 57 72
411 340 88
505 344 97
169 791 57
593 524 90
111 484 93
91 598 25
65 634 4
482 790 60
484 988 89
798 62 46
522 825 86
709 683 82
106 852 73
214 445 97
755 908 34
847 0 32
772 65 19
227 899 9
586 383 50
326 534 64
123 56 89
260 765 72
741 223 76
14 789 73
162 544 34
147 392 34
731 164 51
949 743 51
957 330 34
306 8 20
69 132 76
10 392 94
633 486 17
461 500 7
85 14 51
618 514 95
151 245 59
454 194 3
304 503 85
889 162 45
9 583 77
536 945 22
829 579 8
346 392 60
4 477 26
854 96 40
449 247 37
559 53 83
413 357 87
949 599 1
494 960 36
522 496 82
943 326 13
202 672 5
961 676 82
87 882 78
78 683 78
315 595 31
97 360 41
735 310 40
887 156 52
623 678 48
304 974 74
268 176 98
272 138 26
753 577 9
683 7 44
212 322 91
442 772 52
734 507 14
625 747 22
476 370 100
824 26 26
849 294 3
547 566 93
272 671 22
232 706 29
228 918 4
818 713 76
121 447 35
86 425 82
207 901 4
359 77 30
484 927 76
786 826 42
930 450 66
651 35 72
380 263 43
783 433 56
310 907 55
344 993 80
478 201 82
981 912 59
863 396 38
38 535 16
132 465 67
897 469 2
720 201 65
462 336 50
269 646 57
524 342 3
203 820 56
136 802 68
795 665 64
84 55 51
200 187 69
766 84 38
719 157 91
935 619 27
584 241 73
493 765 67
395 968 88
850 105 42
217 252 59
332 688 14
983 240 2
803 6 38
740 77 95
230 12 67
408 597 8
880 90 73
398 837 93
385 687 50
878 256 54
388 588 43
602 923 83
355 726 42
192 818 19
187 48 32
505 456 81
712 688 23
36 439 60
680 824 47
430 55 3
783 443 43
177 45 19
812 752 45
453 945 64
523 484 64
606 989 73
286 53 13
408 89 52
367 769 29
365 551 84
619 687 79
462 864 77
580 676 29
776 129 74
439 5 10
855 611 99
79 898 52
991 658 93
343 378 15
223 743 66
158 363 53
536 177 18
312 109 46
193 885 28
666 677 33
328 532 44
978 611 94
682 954 5
474 649 83
388 872 26
206 30 41
710 919 70
79 583 79
125 776 65
652 795 42
184 123 26
679 101 89
425 783 43
829 258 45
611 998 17
488 556 100
81 267 19
850 346 2
729 471 31
845 475 26
638 11 49
315 43 50
603 468 34
197 649 44
441 612 94
910 100 3
409 533 70
179 384 68
532 465 92
662 310 67
587 300 79
635 615 22
137 570 42
422 767 91
317 209 3
562 471 55
364 880 89
785 411 25
553 943 42
144 958 4
562 897 4
640 885 71
113 22 41
54 796 8
644 113 69
198 27 40
205 744 72
745 529 35
669 434 31
762 930 89
165 493 86
220 133 71
890 247 45
130 653 41
489 650 6
410 848 86
801 53 30
425 798 59
459 819 94
789 933 24
77 98 17
615 670 3
37 560 2
482 42 55
74 884 5
132 294 6
217 447 59
46 872 10
404 332 81
549 121 15
625 551 65
193 166 36
895 555 48
548 37 43
503 464 27
107 596 73
912 813 20
123 859 93
484 615 77
664 517 50
130 142 1
695 687 19
282 583 27
429 483 64
971 986 80
749 446 76
821 710 41
693 185 52
437 669 68
513 686 85
414 816 79
867 511 66
837 145 1
363 575 85
279 898 23
658 648 69
634 821 32
126 514 17
478 303 87
797 816 25
281 231 41
611 98 5
628 935 50
229 651 77
665 930 76
87 588 76
308 574 49
239 701 16
707 531 19
845 328 88
669 961 71
310 572 21
166 200 8
815 781 59
392 798 89
219 238 30
46 546 4
46 137 57
561 844 88
380 42 16
719 711 77
289 373 1
309 539 54
616 707 35
575 451 86
815 22 24
644 68 22
400 466 59
856 28 55
844 760 97
511 479 61
788 120 34
988 429 74
741 397 33
628 324 84
313 140 6
588 136 26
409 536 92
719 393 72
225 589 84
422 100 63
682 888 83
315 229 64
840 970 62
424 950 38
107 615 30
164 203 67
641 964 3
585 35 48
556 261 37
640 683 90
554 717 78
589 384 59
52 577 82
265 1 32
155 461 100
184 625 3
350 267 20
405 852 55
204 760 16
593 752 51
82 307 68
811 896 53
770 300 30
51 918 83
634 73 44
833 609 70
588 960 89
307 717 93
413 273 5
429 866 58
479 948 65
599 760 13
751 882 13
832 285 83
914 919 56
458 105 66
979 693 78
119 352 47
111 117 20
215 898 87
72 730 87
588 329 99
0 432 81
65 616 18
47 530 38
455 340 95
120 671 40
449 790 44
495 253 61
166 821 60
704 245 90
543 834 71
141 186 55
974 251 71
91 651 53
480 106 46
326 578 17
865 27 8
108 874 13
469 392 34
80 97 80
421 640 14
91 133 52
545 459 4
967 903 55
919 735 13
564 62 91
233 927 18
692 36 44
404 857 36
938 289 85
717 710 77
682 153 63
185 50 22
588 17 77
994 288 13
506 853 75
948 86 54
65 778 42
760 534 99
848 472 88
32 541 50
561 575 3
223 761 5
344 701 22
73 48 63
185 554 16
711 855 54
164 272 84
6 33 18
56 881 43
396 265 84
445 826 12
0 49 73
956 746 74
930 819 22
192 4 29
659 67 36
564 231 8
247 589 41
816 646 74
210 394 40
146 191 18
657 191 68
929 148 66
254 78 85
628 622 41
908 281 8
43 845 91
450 444 81
243 260 79
268 823 25
207 969 16
677 626 60
844 907 60
109 161 90
545 141 12
985 401 93
844 796 90
286 599 34
318 842 46
348 110 69
772 670 38
388 347 64
547 543 23
206 4 37
295 549 78
6 886 32
350 82 28
539 368 27
172 687 69
769 35 32
838 808 54
227 548 53
243 447 96
165 653 52
601 300 1
531 658 39
862 8 21
989 899 41
716 423 28
636 192 16
19 382 76
72 610 76
824 853 23
471 370 76
122 972 28
674 503 86
112 365 94
984 706 45
577 774 68
856 411 60
171 430 43
998 855 5
373 31 10
195 855 80
22 977 4
149 4 59
934 468 76
79 805 83
123 382 57
590 238 20
602 762 3
996 760 58
0 134 41
561 681 96
492 704 26
396 853 30
154 788 98
630 867 55
164 343 37
120 933 76
840 887 38
694 883 98
51 235 84
143 796 66
739 289 70
16 37 75
945 543 63
694 525 83
249 689 26
537 162 11
712 354 99
1 48 82
51 99 18
234 594 66
451 333 7
372 349 96
147 646 40
709 693 65
843 294 7
968 831 69
731 544 23
29 897 71
562 948 22
331 183 16
897 986 2
455 359 3
51 506 2
542 567 95
206 411 89
264 731 72
132 814 16
354 843 14
976 758 14
49 89 97
365 338 84
718 794 95
420 197 1
473 739 68
867 297 31
907 562 15
779 694 29
546 401 73
211 377 31
825 427 72
973 144 11
108 862 5
602 634 2
602 108 93
522 327 90
852 235 52
266 366 47
847 264 100
919 476 29
101 653 8
372 626 52
334 735 66
738 337 53
691 292 13
735 814 40
725 18 27
276 637 45
874 484 10
873 755 86
602 208 91
109 580 17
113 915 4
330 5 94
182 49 86
494 784 52
486 861 22
64 138 59
9 364 95
218 590 50
255 544 10
945 5 91
261 118 58
17 801 15
110 983 16
847 830 53
398 668 14
671 732 4
230 741 69
976 959 11
478 214 55
187 511 60
829 125 31
738 142 32
653 252 15
320 451 97
772 849 65
86 520 98
241 102 39
409 431 51
871 909 17
525 448 29
537 278 54
667 16 96
598 21 100
864 342 51
313 466 52
77 552 24
926 146 79
165 907 10
67 779 71
183 304 19
811 841 49
564 508 66
811 458 39
662 675 33
612 988 100
763 65 4
139 992 50
617 509 58
878 576 37
48 111 93
18 923 35
267 839 95
884 3 6
522 665 81
207 630 69
6 393 86
709 532 78
911 501 39
668 379 67
556 779 79
748 798 54
134 417 45
381 301 48
86 175 66
818 382 96
186 740 41
971 802 26
101 713 27
739 733 59
658 289 38
336 37 36
289 524 53
433 905 6
933 343 82
98 161 16
245 699 57
785 22 59
210 475 24
137 567 57
147 225 46
584 561 35
172 202 59
824 987 16
482 920 59
315 370 72
530 615 23
838 401 46
948 963 21
123 452 88
679 599 13
876 184 26
111 356 28
221 532 16
589 14 88
299 329 59
171 212 26
93 402 79
390 703 43
811 826 95
150 506 95
715 734 31
840 197 87
520 419 71
835 360 86
774 659 67
84 182 31
10 276 86
40 18 89
682 181 15
129 332 73
175 47 60
405 239 57
343 759 28
813 946 88
650 721 48
169 157 30
251 167 58
736 208 77
276 242 58
643 723 42
515 898 41
474 655 81
983 350 92
910 516 91
198 166 12
497 687 21
978 939 89
736 27 49
864 304 43
173 947 67
815 814 65
207 641 73
487 624 23
231 886 39
921 84 6
684 933 45
604 912 84
44 0 64
44 864 68
287 37 67
253 204 33
469 412 74
341 251 50
564 834 37
302 755 73
559 791 59
504 748 71
739 792 23
354 189 87
921 476 76
139 81 33
172 550 97
197 244 48
199 808 83
87 462 90
59 374 34
317 230 82
839 969 26
361 676 15
99 949 43
227 89 76
911 613 79
7 810 23
354 361 83
888 448 97
530 860 71
963 177 1
496 369 23
821 82 99
688 534 48
382 761 89
158 672 2
836 679 65
758 385 26
840 626 75
736 156 35
359 119 64
859 615 85
681 788 20
531 476 54
331 211 67
219 369 39
73 205 70
737 315 7
114 507 33
940 595 41
274 954 60
490 814 27
426 847 68
445 731 96
998 62 7
664 633 76
354 706 33
75 795 48
534 910 55
618 850 51
859 477 5
570 319 71
897 745 71
716 543 54
11 541 68
518 558 1
393 264 8
826 692 55
925 226 65
180 844 68
30 703 97
186 626 16
509 875 13
31 591 56
284 602 50
951 120 8
603 866 24
610 44 16
765 969 42
181 149 39
448 531 94
896 70 20
311 931 95
176 962 86
231 598 41
532 901 61
391 504 79
515 467 23
330 584 45
724 765 46
962 566 78
255 814 100
175 126 31
321 654 45
707 237 43
47 770 96
859 161 100
538 28 19
612 711 3
656 435 21
202 749 39
631 4 53
130 531 31
912 205 85
656 264 75
350 663 45
945 522 58
44 412 39
963 377 50
817 385 85
437 939 86
327 570 42
32 52 74
862 316 31
699 972 95
773 322 58
969 619 32
326 664 97
64 979 74
865 148 11
101 938 51
86 265 73
428 297 26
653 512 42
83 211 67
777 336 41
486 305 61
717 983 77
713 400 8
438 265 56
549 367 46
951 453 64
923 233 13
300 886 25
994 321 88
660 450 24
352 936 29
312 6 13
640 719 13
947 510 30
755 411 97
852 362 3
215 285 88
228 938 27
752 932 48
840 592 99
615 296 87
696 609 93
408 601 65
872 901 75
953 8 86
50 860 100
304 76 37
791 656 75
869 760 7
917 952 51
767 568 48
553 264 9
346 24 10
210 248 11
936 201 71
73 251 32
572 907 60
60 51 16
135 920 76
141 189 29
444 308 49
691 862 13
251 560 37
60 122 37
123 58 38
193 483 42
476 55 49
835 467 52
202 602 25
330 96 14
410 540 23
58 583 37
322 834 97
610 246 71
146 369 29
883 915 64
224 391 71
825 579 38
476 133 41
752 463 89
218 873 29
640 283 64
628 605 98
176 215 44
846 713 66
926 597 33
489 173 76
459 998 55
248 827 41
288 579 4
776 149 30
156 141 13
119 769 71
268 945 38
312 143 52
429 421 49
461 910 74
236 721 73
943 970 52
783 610 83
438 739 33
967 895 74
132 367 44
902 635 41
591 947 37
642 728 58
642 189 21
816 778 94
340 721 64
43 504 27
325 294 66
757 262 13
331 746 80
26 0 16
18 591 15
154 234 44
64 228 85
884 396 63
777 736 84
993 779 40
819 457 35
736 214 49
548 897 95
728 275 95
895 646 38
9 800 72
204 216 53
589 100 49
751 230 38
987 223 17
78 394 74
464 482 41
112 382 90
858 110 66
604 357 12
942 367 64
865 571 81
17 160 33
918 264 63
555 251 38
323 681 84
549 146 66
341 610 49
30 821 11
347 425 69
310 719 88
74 585 11
406 954 24
838 224 88
853 779 91
90 455 72
74 4 70
891 345 81
91 375 2
754 75 79
774 385 99
161 459 36
471 217 42
294 56 67
733 909 98
423 351 53
147 425 57
16 669 54
848 112 82
149 866 57
228 640 42
378 801 54
113 625 71
506 271 27
772 5 88
170 780 40
374 279 17
231 296 38
136 496 51
417 646 17
773 226 58
515 956 11
68 69 88
190 927 12
17 52 17
456 222 49
895 948 29
464 179 77
701 316 25
51 85 71
620 859 49
829 726 5
191 146 26
179 336 54
790 705 6
758 162 80
858 409 28
238 873 60
266 927 28
791 330 13
313 950 24
62 779 50
118 323 48
244 854 85
649 996 42
106 754 4
785 964 66
764 555 91
923 821 18
102 964 49
367 278 99
490 692 31
692 810 6
39 406 60
75 407 56
817 513 62
72 650 26
737 415 81
628 690 55
797 793 19
945 512 97
396 2 41
978 694 4
883 86 10
642 161 18
397 330 31
258 403 82
435 492 49
168 472 39
722 270 84
592 567 96
741 963 51
581 293 97
584 176 83
346 818 97
163 567 27
845 177 82
178 965 27
926 133 99
717 855 21
652 447 89
100 188 4
550 122 98
46 706 74
981 52 45
77 567 64
855 765 42
37 943 7
63 222 92
913 291 99
34 943 98
722 43 39
725 945 61
374 344 19
200 325 24
844 402 91
759 257 8
852 646 4
910 61 26
101 975 69
499 9 64
697 83 60
435 160 5
647 535 49
565 735 74
888 931 28
131 42 38
138 895 84
441 157 46
318 259 73
486 110 34
950 159 17
809 594 29
965 593 64
114 159 51
939 47 34
167 530 77
356 669 24
191 110 81
88 781 92
960 267 3
193 569 62
861 730 9
690 696 2
405 162 13
856 101 13
941 620 43
69 976 12
92 168 75
625 256 56
416 569 75
318 762 97
732 624 27
740 666 23
693 71 85
806 279 39
318 221 59
712 290 88
424 735 56
950 360 64
905 776 33
831 447 48
327 179 72
554 271 38
828 316 61
265 474 41
803 144 62
961 857 4
800 281 39
455 231 99
71 488 28
903 319 75
850 999 6
773 905 29
362 733 45
23 350 72
963 153 16
124 467 73
927 267 6
818 75 37
716 146 77
95 401 49
921 252 48
278 377 5
906 740 90
203 763 41
974 78 94
241 554 13
14 833 81
419 651 8
408 720 54
236 815 55
384 737 59
883 15 37
287 274 29
777 829 92
617 803 70
962 396 76
775 410 9
207 182 61
714 590 81
719 826 96
125 563 85
784 446 53
172 86 27
300 215 56
543 832 11
864 146 7
739 273 70
447 832 52
807 546 94
887 617 72
135 743 35
119 879 34
823 51 20
449 351 35
256 894 19
218 758 17
577 849 91
346 296 23
